time,resultDescription
2025-09-01T05:45:51.0228623Z,"2025-09-01 05:45:51,022 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-08T14:12:11.0265532Z,"2025-09-08 14:12:11,015 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-08T14:15:34.7753635Z,"2025-09-08 14:15:34,775 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-08T14:18:31.00858Z,"2025-09-08 14:18:31,007 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-08T14:22:12.393858Z,"2025-09-08 14:22:12,383 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-08T14:26:04.7808403Z,"2025-09-08 14:26:04,780 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-08T14:29:48.15044Z,"2025-09-08 14:29:48,146 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-08T14:33:36.2324665Z,"2025-09-08 14:33:36,231 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-08T14:34:47.6110451Z,"2025-09-08 14:34:47,610 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-08T14:54:10.0402417Z,"2025-09-08 14:54:10,040 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-08T14:56:08.0941956Z,"2025-09-08 14:56:08,083 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-08T14:58:30.4889815Z,"2025-09-08 14:58:30,488 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-08T14:59:52.2098235Z,"2025-09-08 14:59:52,209 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-09T06:14:12.2191279Z,"2025-09-09 06:14:12,218 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T06:19:21.2737064Z,"2025-09-09 06:19:21,271 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T06:31:36.502019Z,"2025-09-09 06:31:36,501 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T06:35:21.9162653Z,"2025-09-09 06:35:21,916 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T06:37:37.6821018Z,"2025-09-09 06:37:36,795 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T06:37:54.1814426Z,"2025-09-09 06:37:54,178 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T06:38:56.8122983Z,"2025-09-09 06:38:56,812 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T06:41:26.4300884Z,"2025-09-09 06:41:26,429 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T06:41:44.7484233Z,"2025-09-09 06:41:44,748 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T07:09:18.4891212Z,"2025-09-09 07:09:18,488 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-09T07:09:32.5204298Z,"2025-09-09 07:09:32,520 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-09-09T07:23:18.5575085Z,"2025-09-09 07:23:18,555 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T07:28:49.3547426Z,"2025-09-09 07:28:49,354 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T07:30:17.6723963Z,"2025-09-09 07:30:17,668 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T07:41:08.2535621Z,"2025-09-09 07:41:08,252 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T07:45:00.5891494Z,"2025-09-09 07:45:00,588 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T07:51:38.3235277Z,"2025-09-09 07:51:38,323 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T07:57:54.3457853Z,"2025-09-09 07:57:54,344 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-09T07:59:24.627436Z,"2025-09-09 07:59:24,626 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T08:04:12.5331079Z,"2025-09-09 08:04:12,532 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T08:36:46.3687421Z,"2025-09-09 08:36:46,367 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T08:37:32.1941001Z,"2025-09-09 08:37:32,187 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T08:38:24.4524269Z,"2025-09-09 08:38:24,452 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T08:51:03.5657188Z,"2025-09-09 08:51:03,565 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T08:52:59.578639Z,"2025-09-09 08:52:59,578 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T08:53:09.3691288Z,"2025-09-09 08:53:09,368 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T08:54:19.8748888Z,"2025-09-09 08:54:19,874 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T08:54:49.2724296Z,"2025-09-09 08:54:49,272 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T08:55:48.6178556Z,"2025-09-09 08:55:48,617 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T08:58:39.3577785Z,"2025-09-09 08:58:39,356 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T09:04:56.3779438Z,"2025-09-09 09:04:56,372 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T09:10:40.4033801Z,"2025-09-09 09:10:40,403 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:11:10.9990188Z,"2025-09-09 09:11:10,998 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:14:45.8818968Z,"2025-09-09 09:14:45,881 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:15:17.6047374Z,"2025-09-09 09:15:17,600 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T09:19:33.0222487Z,"2025-09-09 09:19:33,021 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T09:20:50.3161119Z,"2025-09-09 09:20:50,315 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:26:43.2326005Z,"2025-09-09 09:26:43,225 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:27:25.2618992Z,"2025-09-09 09:27:25,260 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:30:41.687444Z,"2025-09-09 09:30:41,687 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T09:32:03.771402Z,"2025-09-09 09:32:03,768 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:34:14.2155829Z,"2025-09-09 09:34:14,215 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:34:50.9137486Z,"2025-09-09 09:34:50,912 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T09:35:42.8241382Z,"2025-09-09 09:35:42,823 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:37:01.4140033Z,"2025-09-09 09:37:01,397 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:38:57.9585327Z,"2025-09-09 09:38:57,958 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:47:40.003409Z,"2025-09-09 09:47:40,003 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T09:56:27.4098118Z,"2025-09-09 09:56:27,409 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T09:57:02.4697233Z,"2025-09-09 09:57:01,650 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T10:04:23.7866249Z,"2025-09-09 10:04:23,786 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T10:05:19.8933137Z,"2025-09-09 10:05:19,892 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T10:09:08.7765713Z,"2025-09-09 10:09:08,776 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T10:20:51.0892783Z,"2025-09-09 10:20:51,084 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T10:30:28.1142664Z,"2025-09-09 10:30:28,108 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T10:57:52.5761571Z,"2025-09-09 10:57:52,574 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T11:03:17.0770318Z,"2025-09-09 11:03:17,076 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T11:04:13.9043159Z,"2025-09-09 11:04:13,904 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T11:08:41.6048826Z,"2025-09-09 11:08:41,604 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T11:23:41.5851587Z,"2025-09-09 11:23:41,584 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T11:24:12.2952703Z,"2025-09-09 11:24:12,294 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T11:25:03.5228203Z,"2025-09-09 11:25:03,522 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T11:40:15.0794294Z,"2025-09-09 11:40:15,075 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T11:44:48.5294127Z,"2025-09-09 11:44:48,528 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T12:04:04.013296Z,"2025-09-09 12:04:04,007 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T12:05:38.7694011Z,"2025-09-09 12:05:38,767 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T12:24:50.2191985Z,"2025-09-09 12:24:50,217 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T12:26:29.6577591Z,"2025-09-09 12:26:29,657 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T12:28:17.0503955Z,"2025-09-09 12:28:17,049 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T12:28:59.8951443Z,"2025-09-09 12:28:59,894 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T12:36:59.5916111Z,"2025-09-09 12:36:59,591 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T12:37:39.9101618Z,"2025-09-09 12:37:39,908 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T12:40:30.4738393Z,"2025-09-09 12:40:30,470 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T12:58:32.2598586Z,"2025-09-09 12:58:32,259 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T13:21:32.8137759Z,"2025-09-09 13:21:32,811 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T13:26:25.5075093Z,"2025-09-09 13:26:25,507 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T13:27:36.4776768Z,"2025-09-09 13:27:36,477 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T13:45:36.9778651Z,"2025-09-09 13:45:36,973 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T13:56:38.7376662Z,"2025-09-09 13:56:38,736 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T13:57:23.007773Z,"2025-09-09 13:57:23,007 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T14:02:59.4589543Z,"2025-09-09 14:02:59,458 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T14:12:44.8457495Z,"2025-09-09 14:12:44,843 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-09T14:13:12.9320658Z,"2025-09-09 14:13:12,931 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T14:19:08.1460476Z,"2025-09-09 14:19:08,145 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T14:58:35.471778Z,"2025-09-09 14:58:35,471 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-09T15:35:13.4693751Z,"2025-09-09 15:35:13,469 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T05:45:20.7858645Z,"2025-09-10 05:45:20,784 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T06:09:40.2437369Z,"2025-09-10 06:09:40,235 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T06:12:15.3808722Z,"2025-09-10 06:12:15,367 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T06:12:25.8563755Z,"2025-09-10 06:12:25,856 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T06:22:23.110953Z,"2025-09-10 06:22:23,110 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T06:40:42.0871846Z,"2025-09-10 06:40:42,086 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T06:43:45.0421511Z,"2025-09-10 06:43:45,041 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:03:15.054239Z,"2025-09-10 07:03:15,053 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:07:23.7841538Z,"2025-09-10 07:07:23,784 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:11:30.9309305Z,"2025-09-10 07:11:30,930 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:17:33.5689594Z,"2025-09-10 07:17:33,568 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:19:23.695536Z,"2025-09-10 07:19:23,695 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T07:23:01.7637851Z,"2025-09-10 07:23:01,763 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:33:39.4545399Z,"2025-09-10 07:33:39,454 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:38:30.0208658Z,"2025-09-10 07:38:30,020 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:39:04.6946328Z,"2025-09-10 07:39:04,694 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:39:45.559206Z,"2025-09-10 07:39:45,558 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-10T07:40:23.9408287Z,"2025-09-10 07:40:23,940 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:45:44.1183194Z,"2025-09-10 07:45:44,118 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T07:46:52.7980526Z,"2025-09-10 07:46:52,797 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T07:47:38.8214545Z,"2025-09-10 07:47:38,821 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T07:50:50.7637635Z,"2025-09-10 07:50:50,763 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T08:01:12.3177606Z,"2025-09-10 08:01:12,316 - INFO - src.routes.routes - Model: gpt-4.1-nano | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T08:29:30.4705853Z,"2025-09-10 08:29:30,464 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T08:46:14.4528083Z,"2025-09-10 08:46:14,452 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T08:59:42.8020843Z,"2025-09-10 08:59:42,801 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T09:14:35.6813601Z,"2025-09-10 09:14:35,672 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T09:14:53.1451987Z,"2025-09-10 09:14:53,144 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T09:17:04.7665498Z,"2025-09-10 09:17:04,766 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T09:19:53.7617144Z,"2025-09-10 09:19:53,761 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T09:33:28.3880829Z,"2025-09-10 09:33:28,387 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T09:40:06.6456695Z,"2025-09-10 09:40:06,644 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-10T09:40:37.6473917Z,"2025-09-10 09:40:37,647 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-10T09:41:42.7140553Z,"2025-09-10 09:41:42,713 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-10T09:43:05.8646185Z,"2025-09-10 09:43:05,864 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T09:47:00.8413174Z,"2025-09-10 09:46:59,298 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T09:47:32.5767712Z,"2025-09-10 09:47:32,570 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T10:09:29.4275616Z,"2025-09-10 10:09:29,425 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T10:11:20.7515111Z,"2025-09-10 10:11:20,750 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T10:22:31.9662225Z,"2025-09-10 10:22:31,965 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T10:28:37.1429289Z,"2025-09-10 10:28:37,142 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T10:30:42.2616621Z,"2025-09-10 10:30:42,260 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T11:11:53.7066048Z,"2025-09-10 11:11:53,705 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T11:16:06.8935544Z,"2025-09-10 11:16:06,892 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T11:26:29.5060207Z,"2025-09-10 11:26:29,505 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T11:26:37.3580009Z,"2025-09-10 11:26:37,357 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T11:32:44.9613274Z,"2025-09-10 11:32:44,960 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T11:37:52.6361216Z,"2025-09-10 11:37:52,634 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T11:38:53.9178265Z,"2025-09-10 11:38:53,916 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-10T11:42:31.6119511Z,"2025-09-10 11:42:31,611 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-10T11:43:05.4221514Z,"2025-09-10 11:43:05,421 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
